GeneIds,Gene,TA003_ntCtrl_O2_1,TA003_ntCtrl_O2_2,TA012_ntCtrl_O2,TA020_ntCtrl_O2,TA034_ntCtrl_O2_1,TA034_ntCtrl_O2_2,TA039_ntCtrl_O2,TA003_ntCtrl_RA_1,TA003_ntCtrl_RA_2,TA012_ntCtrl_RA,TA020_ntCtrl_RA,TA034_ntCtrl_RA_1,TA034_ntCtrl_RA_2,TA039_ntCtrl_RA
ENSG00000254428.1,lncRNA*7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254909.1,processed_pseudogene*2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118181.11,RPS25,4623,5923,4347,7383,5506,5776,6398,6689,7662,6106,8870,5225,5255,4820
ENSG00000196655.12,TRAPPC4,493,352,397,378,343,330,370,335,360,541,341,301,284,427
ENSG00000283704.1,miRNA*16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137700.19,SLC37A4,431,561,340,672,398,436,581,507,656,500,694,364,384,347
ENSG00000255114.1,lncRNA*7331,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000149428.21,HYOU1,2838,2319,1937,2235,2628,3027,2975,2847,3476,4258,2287,2625,2716,3285
ENSG00000271751.1,lncRNA*7332,2,0,0,0,0,1,4,2,4,3,1,2,1,2
ENSG00000272186.1,VPS11-DT,1,1,3,0,3,1,4,1,2,1,3,1,2,1
ENSG00000160695.16,VPS11,816,663,441,899,727,811,666,665,848,835,1131,807,831,654
ENSG00000256269.11,HMBS,330,288,220,401,250,322,310,305,300,357,521,395,344,353
ENSG00000188486.4,H2AX,468,649,508,789,499,607,695,650,748,755,1125,664,637,387
ENSG00000172269.20,DPAGT1,648,593,404,768,477,519,640,545,768,633,724,432,532,476
ENSG00000289124.1,lncRNA*7333,0,0,0,0,0,0,2,0,0,0,1,0,1,1
ENSG00000172375.14,C2CD2L,332,605,252,616,513,536,606,618,797,393,718,410,462,296
ENSG00000172273.13,HINFP,311,346,235,362,286,311,391,388,506,445,419,294,316,320
ENSG00000172350.10,ABCG4,19,2,2,3,14,9,7,3,7,12,2,16,25,12
ENSG00000160703.17,NLRX1,554,439,331,337,378,401,455,498,695,470,493,501,442,498
ENSG00000172367.16,NHERF4,0,0,0,0,0,0,1,0,2,0,1,0,0,0
ENSG00000248712.8,CCDC153,13,124,8,39,7,8,88,178,143,15,45,10,12,6
ENSG00000110395.8,CBL,298,243,237,349,278,345,250,338,399,496,374,262,274,314
ENSG00000222249.1,RNU6-262P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000076706.17,MCAM,1474,222,197,264,171,283,247,222,271,764,333,235,236,1335
ENSG00000284148.1,MIR6756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252119.1,snoRNA*198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173456.5,RNF26,746,650,578,942,625,708,681,824,895,944,1089,697,700,637
ENSG00000245385.2,lncRNA*7334,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000223953.6,C1QTNF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235718.9,MFRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000036672.16,USP2,123,97,33,46,22,29,111,136,187,29,72,27,22,43
ENSG00000245248.10,USP2-AS1,1,14,0,5,2,0,29,41,30,1,3,0,0,6
ENSG00000254590.1,processed_pseudogene*2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254892.1,processed_pseudogene*2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154096.14,THY1,4,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000263873.1,THY1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255377.1,DUXAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289553.1,lncRNA*7335,4,2,0,1,0,0,5,0,3,3,1,1,0,4
ENSG00000230716.3,KRT8P7,2,1,0,1,1,0,0,1,1,0,1,0,0,1
ENSG00000110400.11,NECTIN1,5794,6230,3359,11778,9891,10916,6770,6535,7619,5806,13715,10106,10048,5791
ENSG00000199217.1,RNU6-1123P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255247.1,NECTIN1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254854.1,NECTIN1-DT,1,2,0,6,10,14,7,4,11,7,9,9,14,2
ENSG00000254406.1,processed_pseudogene*2227,0,1,0,0,0,0,0,0,0,1,0,1,1,0
ENSG00000287545.1,lncRNA*7336,0,0,1,3,0,0,1,1,5,0,3,0,0,0
ENSG00000288047.3,lncRNA*7337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286992.3,lncRNA*7338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254863.2,LINC02744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255216.2,lncRNA*7339,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000286731.1,lncRNA*7340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137699.17,TRIM29,9852,6427,6560,18600,12692,14942,7520,6364,7216,9581,20002,12621,13094,6598
ENSG00000176984.6,lncRNA*7341,0,1,1,4,2,3,3,1,6,0,0,1,1,2
ENSG00000184232.9,OAF,263,419,218,329,192,194,393,412,432,314,487,203,233,298
ENSG00000137709.10,POU2F3,15,57,9,56,21,22,54,74,52,27,112,30,11,10
ENSG00000259541.5,lncRNA*7342,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181264.9,TLCD5,58,50,41,54,27,51,54,61,71,60,42,35,31,30
ENSG00000196914.9,ARHGEF12,2529,2443,1843,4143,2784,3298,2890,3174,3481,3651,3775,2609,2713,2575
ENSG00000274303.1,7SK*5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149403.13,GRIK4,0,0,0,0,0,1,0,3,1,0,1,0,0,1
ENSG00000255006.1,ELOCP22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250493.2,lncRNA*7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254735.1,HMGB1P42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154114.13,TBCEL,339,308,265,351,365,365,342,309,449,416,317,244,298,316
ENSG00000285509.1,TBCEL-TECTA,2,2,2,2,1,0,1,2,0,2,4,1,1,4
ENSG00000109927.11,TECTA,8,3,5,7,11,7,3,6,7,8,9,6,6,4
ENSG00000254515.1,TRPC6P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244400.2,RPS4XP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109929.10,SC5D,3139,1516,1987,1417,1776,1880,1661,2314,2749,3246,1649,2027,2277,3430
ENSG00000232460.4,BMPR1AP2,1,4,1,0,4,0,3,2,0,0,2,0,1,0
ENSG00000289391.2,lncRNA*7344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271022.1,processed_pseudogene*2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000246790.2,SORL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000137642.13,SORL1,678,325,193,196,424,523,380,455,618,474,251,678,743,807
ENSG00000286044.1,lncRNA*7345,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000286023.1,lncRNA*7346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252556.1,RNU6-256P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286497.1,lncRNA*7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255248.11,MIR100HG,19,12,4,4,2,3,6,11,3,33,1,7,0,27
ENSG00000207971.1,MIR125B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259571.2,BLID,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198975.2,MIRLET7A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207994.1,MIR100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255015.1,lncRNA*7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255219.1,lncRNA*7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252776.1,RNU4ATAC10P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253035.1,RNU4ATAC5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223265.1,RNU6-592P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254572.2,GLULP3,1,2,1,0,0,0,0,1,2,1,0,0,0,1
ENSG00000254935.1,processed_pseudogene*2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154127.10,UBASH3B,316,89,210,140,179,171,142,82,91,501,110,158,152,353
ENSG00000286341.1,lncRNA*7350,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000239079.1,snoRNA*199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285909.1,lncRNA*7351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109943.9,CRTAM,0,0,2,0,3,1,1,0,0,0,0,1,5,0
ENSG00000109944.11,JHY,87,115,85,27,25,28,134,185,187,124,24,45,40,75
ENSG00000199709.1,RNU4-23P,3,0,1,0,0,0,0,1,1,1,0,1,1,1
ENSG00000254944.1,ATP5PBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188909.5,BSX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213184.3,processed_pseudogene*2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243669.2,RPL34P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244641.2,RPS26P43,0,0,0,0,0,0,0,2,2,0,0,0,0,0
ENSG00000233541.4,RPL31P47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109971.14,HSPA8,30625,24194,18677,25815,28602,30589,29287,33120,35923,30516,22439,26497,27331,23087
ENSG00000200879.1,SNORD14E,2,2,3,3,1,2,1,9,2,3,0,1,1,3
ENSG00000207118.1,SNORD14D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202252.1,SNORD14C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288061.3,lncRNA*7352,1,6,2,3,2,7,6,7,9,8,9,4,2,4
ENSG00000166250.12,CLMP,55,32,39,1,4,12,49,25,14,97,4,10,8,68
ENSG00000255342.1,processed_pseudogene*2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254710.2,lncRNA*7353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200496.1,U8*14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254823.2,LINC02727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254407.1,PHB1P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000023171.20,GRAMD1B,14,53,1,62,38,23,58,44,66,8,64,26,23,19
ENSG00000265357.1,MIR4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254449.1,SF3A3P2,0,0,0,1,0,0,0,0,0,1,1,0,1,0
ENSG00000166257.10,SCN3B,16,2,1,4,8,5,7,0,3,4,4,10,7,18
ENSG00000254467.2,lncRNA*7354,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000166261.11,ZNF202,199,219,161,301,185,226,251,185,265,226,289,171,209,159
ENSG00000290080.1,lncRNA*7355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221931.3,OR6X1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200197.1,RNU1-21P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196099.5,OR6M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290781.1,lncRNA*7356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254613.3,OR6M2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254430.1,OR6M3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204300.7,TMEM225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181518.4,OR8D4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000171014.3,OR4D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181499.3,OR6T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196248.6,OR10S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198674.3,OR10G6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226461.3,OR10G5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254737.3,OR10G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236981.1,OR10G9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234560.5,OR10G8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182634.9,OR10G7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213182.4,OR10D5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186268.4,OR10D4P,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000290668.1,lncRNA*7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213181.4,OR10N1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110002.16,VWA5A,2143,2146,1307,2045,1817,1955,2370,2432,3154,1322,1729,1517,1676,1409
ENSG00000196403.4,OR10D1P,1,0,0,1,2,2,0,1,6,1,1,0,0,0
ENSG00000197309.5,OR10D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239426.4,OR8F1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255425.6,OR8G3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181214.8,OR8G2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276316.1,OR8G7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197849.7,OR8G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255298.5,OR8G5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255116.2,SLC5A4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196341.3,OR8D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279116.3,OR8D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254976.1,OR8B7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255225.1,OR8B6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255030.1,OR8B5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290694.1,lncRNA*7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227737.4,OR8B1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229254.1,OR8C1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284680.3,OR8B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284609.2,OR8B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255048.1,OR8X1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285561.1,lncRNA*7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280090.3,OR8B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197125.3,OR8B8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255510.1,OR8A2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290695.1,lncRNA*7360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229386.4,OR8B9P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254646.1,OR8B10P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255315.1,OR8A3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254937.1,unprocessed_pseudogene*514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170953.4,OR8B12,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000196119.8,OR8A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255341.1,OR8Q1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154143.3,PANX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154144.13,TBRG1,874,947,699,990,809,837,1018,989,1236,1250,1107,743,846,944
ENSG00000110013.13,SIAE,1421,1191,619,1274,766,879,1376,1639,1886,857,1135,754,897,1453
ENSG00000200278.1,RNA5SP352,0,0,1,2,5,2,0,0,0,0,1,0,0,3
ENSG00000064199.7,SPA17,189,393,148,173,187,215,464,798,815,168,179,203,178,178
ENSG00000154146.13,NRGN,2,8,0,9,3,3,8,15,13,6,21,3,8,3
ENSG00000255045.1,lncRNA*7361,2,7,0,1,0,1,3,2,3,2,1,0,4,0
ENSG00000019102.12,VSIG2,412,477,160,1387,740,976,537,486,540,206,1878,786,772,341
ENSG00000149564.12,ESAM,5,20,10,38,18,32,18,15,13,14,44,16,25,3
ENSG00000250073.4,ESAM-AS1,0,4,3,8,9,9,6,0,0,1,12,1,2,1
ENSG00000120458.13,MSANTD2,136,273,162,233,164,167,205,159,275,246,269,109,148,138
ENSG00000279342.2,lncRNA*7362,2,10,2,6,5,1,0,4,7,11,13,1,3,5
ENSG00000254509.1,processed_pseudogene*2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245498.7,MSANTD2-AS1,34,128,48,70,60,80,86,69,77,56,65,48,60,34
ENSG00000254941.1,processed_pseudogene*2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154134.15,ROBO3,30,32,22,28,15,17,57,44,62,49,67,9,13,18
ENSG00000254568.1,lncRNA*7363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154133.15,ROBO4,0,0,0,0,0,1,1,0,0,2,0,0,1,0
ENSG00000254943.1,lncRNA*7364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165478.8,HEPACAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221932.7,HEPN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285825.2,CCDC15-DT,15,21,5,22,17,23,15,14,16,6,15,2,11,7
ENSG00000149548.15,CCDC15,31,47,16,60,69,60,48,28,55,42,66,47,28,16
ENSG00000134955.12,SLC37A2,391,526,383,1418,707,855,497,515,680,657,1924,908,995,486
ENSG00000150433.10,TMEM218,252,312,212,402,289,305,336,337,400,257,382,246,281,244
ENSG00000289631.1,lncRNA*7365,0,1,0,3,1,2,1,1,2,0,0,1,2,1
ENSG00000187686.4,KRT18P59,3,6,0,1,2,6,10,2,5,0,1,8,2,4
ENSG00000255475.1,lncRNA*7366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254880.1,PKNOX2-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165495.16,PKNOX2,0,0,1,0,0,3,0,0,0,1,1,0,0,0
ENSG00000259290.1,lncRNA*7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254932.2,lncRNA*7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222844.1,RNU6-321P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149557.14,FEZ1,452,430,255,256,193,208,471,277,280,567,200,181,143,438
ENSG00000255537.1,lncRNA*7369,0,2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149547.15,EI24,3544,3227,2953,3913,3060,3425,3507,3707,3915,4758,3486,3110,3087,3306
ENSG00000222297.1,RNU6-1156P,0,0,0,1,0,0,3,0,0,1,2,0,0,1
ENSG00000134910.14,STT3A,2745,2719,1937,3335,2553,2823,3151,2720,3616,3428,3207,2166,2474,2296
ENSG00000288907.2,lncRNA*7370,4,14,4,17,5,7,12,16,19,8,19,2,8,3
ENSG00000149554.15,CHEK1,64,72,41,105,33,20,63,70,54,126,120,38,39,80
ENSG00000252255.1,RNU2-35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134940.14,ACRV1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171053.10,PATE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196844.9,PATE2,0,0,0,0,0,0,0,1,3,1,0,0,0,0
ENSG00000236027.3,PATE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237353.7,PATE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260209.1,lncRNA*7371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198331.11,HYLS1,48,120,55,122,77,65,110,168,217,93,104,107,80,73
ENSG00000110060.9,PUS3,244,263,187,348,245,281,294,281,317,239,330,264,238,197
ENSG00000255027.2,lncRNA*7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109832.14,DDX25,1,1,1,9,1,3,4,8,1,1,3,2,1,1
ENSG00000254790.1,lncRNA*7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283703.3,VSIG10L2,33,33,24,44,22,20,60,49,55,39,77,20,14,59
ENSG00000064309.16,CDON,174,250,164,295,140,143,261,256,322,227,296,140,126,186
ENSG00000254759.1,NAP1L1P1,4,9,3,8,3,3,4,7,5,7,9,2,3,6
ENSG00000261257.1,lncRNA*7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287666.1,lncRNA*7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254833.1,lncRNA*7376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254771.1,processed_pseudogene*2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165526.9,RPUSD4,289,364,195,496,263,303,353,370,453,439,527,289,311,338
ENSG00000254694.1,lncRNA*7377,5,5,6,4,2,5,2,2,3,8,6,3,1,3
ENSG00000197798.9,FAM118B,301,282,263,317,293,330,301,301,384,353,265,274,253,316
ENSG00000222067.1,RNU4-86P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240098.3,RN7SL351P,0,0,0,5,4,2,0,3,4,1,2,1,0,0
ENSG00000182934.12,SRPRA,3134,2470,1948,3144,2924,3186,2975,2636,3371,3226,3045,2788,2993,2803
ENSG00000110074.12,FOXRED1,366,469,273,383,256,362,398,509,648,426,521,287,382,425
ENSG00000243607.3,RPL35AP26,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000150455.15,TIRAP,195,230,196,335,230,240,229,259,293,360,373,208,246,176
ENSG00000254905.1,lncRNA*7378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255062.2,TIRAP-AS1,0,2,0,0,1,0,5,2,1,4,1,1,1,2
ENSG00000110063.10,DCPS,403,380,327,723,523,580,409,490,542,510,719,563,627,450
ENSG00000280832.3,GSEC,18,11,23,7,14,5,7,5,6,24,9,8,10,15
ENSG00000110080.20,ST3GAL4,534,180,388,268,408,480,156,165,239,519,349,365,458,437
ENSG00000278215.1,processed_pseudogene*2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149571.12,KIRREL3,6,1,1,7,25,37,0,1,0,7,19,33,40,3
ENSG00000257271.1,KIRREL3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254607.3,lncRNA*7379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254938.1,lncRNA*7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279358.1,TEC*435,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000254960.2,KIRREL3-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266215.1,MIR3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255317.1,lncRNA*7381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000218109.6,KIRREL3-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000255087.6,lncRNA*7382,0,0,0,2,2,0,0,0,0,7,2,2,4,5
ENSG00000272642.2,lncRNA*7383,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000273409.3,LINC02712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222774.1,RN7SKP121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223315.1,RN7SKP279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254591.1,processed_pseudogene*2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254612.2,DNAJB6P1,27,20,17,15,27,17,18,16,20,28,10,30,31,22
ENSG00000273415.3,LINC02725,4,0,3,0,8,11,0,0,0,11,0,14,13,5
ENSG00000272575.7,LINC02098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289398.1,lncRNA*7384,0,1,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000289093.1,lncRNA*7385,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000289936.1,lncRNA*7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134954.14,ETS1,1147,566,505,744,991,1214,536,799,933,1512,827,1114,972,1589
ENSG00000276176.1,MIR6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254588.1,ETS1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245008.4,lncRNA*7387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288975.1,lncRNA*7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151702.18,FLI1,29,4,11,18,22,24,3,14,5,20,23,33,35,42
ENSG00000254703.4,SENCR,0,0,0,0,0,0,1,0,0,3,0,1,0,1
ENSG00000151704.16,KCNJ1,1,1,0,0,0,0,0,3,2,0,1,1,1,3
ENSG00000255369.1,processed_pseudogene*2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120457.12,KCNJ5,214,54,58,98,183,291,59,51,74,78,120,165,157,96
ENSG00000174370.12,KCNJ5-AS1,146,45,35,32,18,46,46,54,62,74,69,41,49,101
ENSG00000120471.16,TP53AIP1,46,26,38,40,21,24,36,43,42,73,75,15,18,57
ENSG00000134909.19,ARHGAP32,1713,1788,1483,3299,2321,2611,2206,2022,2407,2863,3264,2214,2196,1890
ENSG00000212597.1,RNU6-876P,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000206847.1,Y_RNA*470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199260.1,RNU6-874P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255259.2,ZNF123P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000043039.7,BARX2,211,157,80,589,782,792,207,247,266,229,976,952,924,275
ENSG00000240121.1,RPS27P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281386.1,lncRNA*7389,0,0,0,0,0,0,0,1,0,1,1,3,0,1
ENSG00000281097.1,LINC01395,2,0,0,1,1,0,1,0,0,0,2,1,0,0
ENSG00000287426.1,lncRNA*7390,0,0,0,1,0,1,6,0,1,0,1,2,0,0
ENSG00000255188.1,processed_pseudogene*2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
